Refdatum,Bundesland,AnzahlFall,AnzahlTodesfall,AnzahlGenesen
1583452800000,Mecklenburg-Vorpommern,21,0,21
1583539200000,Mecklenburg-Vorpommern,24,0,24
1583625600000,Mecklenburg-Vorpommern,32,0,32
1583712000000,Mecklenburg-Vorpommern,41,0,41
1583798400000,Mecklenburg-Vorpommern,48,0,48
1583884800000,Mecklenburg-Vorpommern,65,0,65
1583971200000,Mecklenburg-Vorpommern,75,0,75
1584057600000,Mecklenburg-Vorpommern,98,0,98
1584144000000,Mecklenburg-Vorpommern,106,0,106
1584230400000,Mecklenburg-Vorpommern,122,0,122
1584316800000,Mecklenburg-Vorpommern,137,0,137
1584403200000,Mecklenburg-Vorpommern,159,0,159
1584489600000,Mecklenburg-Vorpommern,178,0,178
1584576000000,Mecklenburg-Vorpommern,186,0,186
1584662400000,Mecklenburg-Vorpommern,189,0,189
1584748800000,Mecklenburg-Vorpommern,190,0,190
1585180800000,Mecklenburg-Vorpommern,191,0,191
1580601600000,Niedersachsen,1,0,1
1582329600000,Niedersachsen,2,0,2
1582675200000,Niedersachsen,4,0,4
1582848000000,Niedersachsen,8,0,8
1582934400000,Niedersachsen,12,0,12
1583020800000,Niedersachsen,18,0,18
1583107200000,Niedersachsen,29,0,29
1583193600000,Niedersachsen,38,0,38
1583280000000,Niedersachsen,62,1,61
1583366400000,Niedersachsen,83,1,82
1583452800000,Niedersachsen,115,1,114
1583539200000,Niedersachsen,160,1,159
1583625600000,Niedersachsen,224,2,222
1583712000000,Niedersachsen,311,3,308
1583798400000,Niedersachsen,398,6,392
1583884800000,Niedersachsen,562,7,555
1583971200000,Niedersachsen,722,8,714
1584057600000,Niedersachsen,946,11,935
1584144000000,Niedersachsen,1141,12,1129
1584230400000,Niedersachsen,1292,12,1280
1584316800000,Niedersachsen,1470,13,1457
1584403200000,Niedersachsen,1636,17,1619
1584489600000,Niedersachsen,1784,17,1767
1584576000000,Niedersachsen,1895,20,1875
1584662400000,Niedersachsen,1969,22,1947
1584748800000,Niedersachsen,2011,22,1989
1584835200000,Niedersachsen,2035,22,2013
1584921600000,Niedersachsen,2095,22,2073
1585612800000,Niedersachsen,2096,22,2074
1577923200000,Nordrhein-Westfalen,1,0,1
1579046400000,Nordrhein-Westfalen,2,0,2
1579478400000,Nordrhein-Westfalen,4,0,4
1580601600000,Nordrhein-Westfalen,5,0,5
1581033600000,Nordrhein-Westfalen,6,0,6
1581206400000,Nordrhein-Westfalen,8,0,8
1581292800000,Nordrhein-Westfalen,9,0,9
1581724800000,Nordrhein-Westfalen,11,0,11
1581811200000,Nordrhein-Westfalen,15,0,15
1581897600000,Nordrhein-Westfalen,17,0,17
1581984000000,Nordrhein-Westfalen,19,0,19
1582070400000,Nordrhein-Westfalen,21,0,21
1582156800000,Nordrhein-Westfalen,34,1,33
1582243200000,Nordrhein-Westfalen,40,1,39
1582329600000,Nordrhein-Westfalen,53,1,52
1582416000000,Nordrhein-Westfalen,76,1,75
1582502400000,Nordrhein-Westfalen,109,1,108
1582588800000,Nordrhein-Westfalen,158,1,157
1582675200000,Nordrhein-Westfalen,241,4,237
1582761600000,Nordrhein-Westfalen,322,4,318
1582848000000,Nordrhein-Westfalen,411,4,407
1582934400000,Nordrhein-Westfalen,471,4,467
1583020800000,Nordrhein-Westfalen,554,6,548
1583107200000,Nordrhein-Westfalen,627,8,619
1583193600000,Nordrhein-Westfalen,711,13,698
1583280000000,Nordrhein-Westfalen,834,16,818
1583366400000,Nordrhein-Westfalen,957,19,938
1583452800000,Nordrhein-Westfalen,1113,24,1089
1583539200000,Nordrhein-Westfalen,1323,32,1291
1583625600000,Nordrhein-Westfalen,1596,35,1561
1583712000000,Nordrhein-Westfalen,1963,40,1923
1583798400000,Nordrhein-Westfalen,2434,45,2389
1583884800000,Nordrhein-Westfalen,3051,57,2994
1583971200000,Nordrhein-Westfalen,3653,63,3590
1584057600000,Nordrhein-Westfalen,4326,72,4254
1584144000000,Nordrhein-Westfalen,4990,79,4911
1584230400000,Nordrhein-Westfalen,5612,87,5525
1584316800000,Nordrhein-Westfalen,6364,102,6262
1584403200000,Nordrhein-Westfalen,6931,116,6815
1584489600000,Nordrhein-Westfalen,7406,130,7276
1584576000000,Nordrhein-Westfalen,7790,135,7655
1584662400000,Nordrhein-Westfalen,8070,148,7922
1584748800000,Nordrhein-Westfalen,8225,151,8074
1584835200000,Nordrhein-Westfalen,8297,154,8143
1584921600000,Nordrhein-Westfalen,8453,154,8299
1585008000000,Nordrhein-Westfalen,8458,154,8304
1585094400000,Nordrhein-Westfalen,8460,154,8306
1585180800000,Nordrhein-Westfalen,8462,154,8308
1585267200000,Nordrhein-Westfalen,8463,154,8309
1585353600000,Nordrhein-Westfalen,8464,154,8310
1585526400000,Nordrhein-Westfalen,8465,154,8311
1585612800000,Nordrhein-Westfalen,8466,154,8312
1586563200000,Nordrhein-Westfalen,8467,154,8313
1586649600000,Nordrhein-Westfalen,8468,154,8314
1586822400000,Nordrhein-Westfalen,8469,154,8315
1589500800000,Nordrhein-Westfalen,8470,154,8316
1615593600000,Nordrhein-Westfalen,8471,154,8317
1615939200000,Nordrhein-Westfalen,8472,154,8318
1620086400000,Nordrhein-Westfalen,8473,154,8319
1582416000000,Rheinland-Pfalz,1,0,1
1582588800000,Rheinland-Pfalz,2,0,2
1582675200000,Rheinland-Pfalz,5,0,5
1582761600000,Rheinland-Pfalz,6,0,6
1582934400000,Rheinland-Pfalz,8,0,8
1583020800000,Rheinland-Pfalz,13,0,13
1583107200000,Rheinland-Pfalz,19,0,19
1583193600000,Rheinland-Pfalz,24,0,24
1583280000000,Rheinland-Pfalz,29,0,29
1583366400000,Rheinland-Pfalz,34,0,34
1583452800000,Rheinland-Pfalz,43,1,42
1583539200000,Rheinland-Pfalz,65,1,64
1583625600000,Rheinland-Pfalz,103,1,102
1583712000000,Rheinland-Pfalz,150,1,149
1583798400000,Rheinland-Pfalz,210,2,208
1583884800000,Rheinland-Pfalz,294,3,291
1583971200000,Rheinland-Pfalz,401,3,398
1584057600000,Rheinland-Pfalz,520,3,517
1584144000000,Rheinland-Pfalz,640,4,636
1584230400000,Rheinland-Pfalz,782,5,777
1584316800000,Rheinland-Pfalz,928,5,923
1584403200000,Rheinland-Pfalz,1101,8,1093
1584489600000,Rheinland-Pfalz,1218,10,1208
1584576000000,Rheinland-Pfalz,1298,13,1285
1584662400000,Rheinland-Pfalz,1375,14,1361
1584748800000,Rheinland-Pfalz,1420,14,1406
1584835200000,Rheinland-Pfalz,1492,15,1477
1584921600000,Rheinland-Pfalz,1554,15,1539
1579737600000,Saarland,1,0,1
1580428800000,Saarland,2,0,2
1582588800000,Saarland,3,0,3
1582675200000,Saarland,4,0,4
1582761600000,Saarland,5,0,5
1582848000000,Saarland,6,0,6
1583020800000,Saarland,7,0,7
1583107200000,Saarland,8,0,8
1583193600000,Saarland,10,0,10
1583280000000,Saarland,12,0,12
1583366400000,Saarland,19,0,19
1583452800000,Saarland,21,0,21
1583539200000,Saarland,24,0,24
1583625600000,Saarland,40,0,40
1583712000000,Saarland,50,0,50
1583798400000,Saarland,66,0,66
1583884800000,Saarland,86,0,86
1583971200000,Saarland,120,1,119
1584057600000,Saarland,142,2,140
1584144000000,Saarland,163,2,161
1584230400000,Saarland,182,2,180
1584316800000,Saarland,202,4,198
1584403200000,Saarland,226,4,222
1584489600000,Saarland,252,4,248
1584576000000,Saarland,280,5,275
1584662400000,Saarland,299,5,294
1584748800000,Saarland,310,5,305
1584835200000,Saarland,335,5,330
1581552000000,Sachsen,1,0,1
1582502400000,Sachsen,2,0,2
1582588800000,Sachsen,3,0,3
1582675200000,Sachsen,4,0,4
1582848000000,Sachsen,6,0,6
1582934400000,Sachsen,7,0,7
1583107200000,Sachsen,11,0,11
1583193600000,Sachsen,17,0,17
1583280000000,Sachsen,22,0,22
1583366400000,Sachsen,29,0,29
1583452800000,Sachsen,39,0,39
1583539200000,Sachsen,49,1,48
1583625600000,Sachsen,77,1,76
1583712000000,Sachsen,110,1,109
1583798400000,Sachsen,149,1,148
1583884800000,Sachsen,210,2,208
1583971200000,Sachsen,273,2,271
1584057600000,Sachsen,347,4,343
1584144000000,Sachsen,430,4,426
1584230400000,Sachsen,514,4,510
1584316800000,Sachsen,593,4,589
1584403200000,Sachsen,676,5,671
1584489600000,Sachsen,757,5,752
1584576000000,Sachsen,820,6,814
1584662400000,Sachsen,862,6,856
1584748800000,Sachsen,899,6,893
1584835200000,Sachsen,917,7,910
1585008000000,Sachsen,919,7,912
1586995200000,Sachsen,921,7,914
1603497600000,Sachsen,922,7,915
1607558400000,Sachsen,923,7,916
1615161600000,Sachsen,924,7,917
1582934400000,Sachsen-Anhalt,1,0,1
1583193600000,Sachsen-Anhalt,2,0,2
1583280000000,Sachsen-Anhalt,3,0,3
1583366400000,Sachsen-Anhalt,5,0,5
1583452800000,Sachsen-Anhalt,8,0,8
1583539200000,Sachsen-Anhalt,18,1,17
1583625600000,Sachsen-Anhalt,24,1,23
1583712000000,Sachsen-Anhalt,41,1,40
1583798400000,Sachsen-Anhalt,60,1,59
1583884800000,Sachsen-Anhalt,70,2,68
1583971200000,Sachsen-Anhalt,83,2,81
1584057600000,Sachsen-Anhalt,108,2,106
1584144000000,Sachsen-Anhalt,130,2,128
1584230400000,Sachsen-Anhalt,152,2,150
1584316800000,Sachsen-Anhalt,192,3,189
1584403200000,Sachsen-Anhalt,216,3,213
1584489600000,Sachsen-Anhalt,234,3,231
1584576000000,Sachsen-Anhalt,250,3,247
1584662400000,Sachsen-Anhalt,262,5,257
1584748800000,Sachsen-Anhalt,264,5,259
1584835200000,Sachsen-Anhalt,269,5,264
1585008000000,Sachsen-Anhalt,270,5,265
1585440000000,Sachsen-Anhalt,271,5,266
1582243200000,Schleswig-Holstein,1,0,1
1582588800000,Schleswig-Holstein,2,0,2
1582675200000,Schleswig-Holstein,3,0,3
1582761600000,Schleswig-Holstein,4,0,4
1582848000000,Schleswig-Holstein,5,1,4
1582934400000,Schleswig-Holstein,7,1,6
1583020800000,Schleswig-Holstein,9,1,8
1583107200000,Schleswig-Holstein,13,1,12
1583193600000,Schleswig-Holstein,16,1,15
1583280000000,Schleswig-Holstein,20,1,19
1583366400000,Schleswig-Holstein,26,1,25
1583452800000,Schleswig-Holstein,37,1,36
1583539200000,Schleswig-Holstein,52,1,51
1583625600000,Schleswig-Holstein,69,1,68
1583712000000,Schleswig-Holstein,86,1,85
1583798400000,Schleswig-Holstein,112,1,111
1583884800000,Schleswig-Holstein,152,1,151
1583971200000,Schleswig-Holstein,195,3,192
1584057600000,Schleswig-Holstein,255,3,252
1584144000000,Schleswig-Holstein,304,3,301
1584230400000,Schleswig-Holstein,358,5,353
1584316800000,Schleswig-Holstein,410,7,403
1584403200000,Schleswig-Holstein,452,8,444
1584489600000,Schleswig-Holstein,481,8,473
1584576000000,Schleswig-Holstein,506,8,498
1584662400000,Schleswig-Holstein,529,10,519
1584748800000,Schleswig-Holstein,541,13,528
1584835200000,Schleswig-Holstein,549,13,536
1584921600000,Schleswig-Holstein,562,13,549
1585180800000,Schleswig-Holstein,563,14,549
1585526400000,Schleswig-Holstein,564,14,550
1581638400000,Thüringen,2,0,2
1582156800000,Thüringen,3,0,3
1583020800000,Thüringen,4,0,4
1583107200000,Thüringen,6,0,6
1583193600000,Thüringen,9,0,9
1583280000000,Thüringen,17,0,17
1583366400000,Thüringen,19,0,19
1583452800000,Thüringen,25,0,25
1583539200000,Thüringen,34,0,34
1583625600000,Thüringen,42,0,42
1583712000000,Thüringen,48,0,48
1583798400000,Thüringen,67,1,66
1583884800000,Thüringen,89,1,88
1583971200000,Thüringen,117,1,116
1584057600000,Thüringen,149,2,147
1584144000000,Thüringen,173,2,171
1584230400000,Thüringen,198,2,196
1584316800000,Thüringen,246,2,244
1584403200000,Thüringen,279,3,276
1584489600000,Thüringen,303,3,300
1584576000000,Thüringen,317,3,314
1584662400000,Thüringen,327,3,324
1584748800000,Thüringen,329,3,326
1584835200000,Thüringen,333,3,330
